FECHA,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,TOTAL,DEMANDA MAXIMA
09/08/2018,853.27288,803.63593,787.875,776.27038,790.35,852.00681,952.27102,1015.516,1048.875,1071.642,1085.06544,1076.478,1019.2725,1054.89021,1095.41972,1094.43577,1090.11981,1110.26656,1359.406,1359.21,1320.37685,1219.97716,1087.008,940.59152,24808.877,1367.3645
10/08/2018,841.19,799.45,777.57,760.92,776.32,833.49,916.43,982.876,1033.26,1059.498,1092.032,1082.398,1045.578,1071.358,1120.948,1112.756,1102.67,1118.74,1367.41,1348.78,1302.44,1204.81,1080.56,951.18,24721.537,1368.72
11/08/2018,860.28,815.35,799.18,785.28,792.12,829.11,821.62,919.283,1007.705,1025.285,1039.579,1034.032,999.992,1003.13,1006.076,1002.303,999.786,1029.85,1301.35,1308.24,1268.43,1185.02,1070.39,948.07,23801.831,1317.19
12/08/2018,860.73667,809.43305,784.78854,765.48324,759.00172,775.4051,712.2930193,780.7623102,839.5191102,867.7354197,887.9502802,890.8833993,885.3415002,890.64543,909.3445599,928.3712101,938.78305,985.17224,1268.0334,1281.1643,1251.54368,1177.37822,1039.91449,909.58515,22206.989,1286.80355
13/08/2018,823.83,775.34,749.62,738.11,752.37,827.57,938.515,1009.039,1062.439,1110.131,1151.348,1161.304,1125.323,1153.486,1207.971,1212.722,1187.799,1184.89,1426.4,1421.35,1382.21,1283.86,1141.82,990.8,25716.601,1432.88
14/08/2018,901,850.94,829.13,817.91,829.47,887.78,960.986,1042.306,1109.032,1126.856,1133.86,1118.588,1067.426,1108.006,1146.192,1139.138,1134.816,1151.856,1370.42,1364.68,1323.07,1220.46,1083.24,952.94,25669.227,1373.74
15/08/2018,868.28,819.81,796.23,781.96,792.55,848.54,958.21,1024.42,1065.822,1088.172,1103.53,1075.934,1033.966,1064.506,1109.28,1101.176,1098.958,1116.69,1360.23,1366.51,1332.75,1222.41,1093.41,958.42,25069.421,1368.38
16/08/2018,865.91,824.44,807.96,796.68,806.55,861.16,941.05,1011.654,1060.654,1085.09,1101.482,1091.158,1045.004,1072.87,1130.996,1135.106,1128.37,1133.06,1387.49,1389.96,1354.11,1256.37,1114.46,963.74,25318.449,1397.7
17/08/2018,873.07,818.62,805.56,800.53,816.96,881.12,965.375,1033.782,1088.617,1114.953,1133.408,1117.554,1099.152,1141.577,1192.718,1199.537,1177.738,1171.98,1412.8,1406.07,1352.96,1258.43,1137.2,1011.48,25979.952,1418.26
18/08/2018,913.9847425,864.546627,831.5947425,821.5247425,830.1247425,873.4647425,862.0857425,957.3955515,1045.906205,1094.678858,1109.276396,1094.343627,1055.52428,1054.696165,1064.107165,1065.742049,1044.40228,1071.39228,1356.234743,1355.912858,1312.282858,1227.742858,1111.092858,991.6928581,24957.741,1367.929089
19/08/2018,900.6881747,841.3604435,812.2134936,794.7566453,788.3415327,801.7699446,740.1319205,804.1196247,860.3860089,898.7226266,914.1278333,920.9124405,910.2643192,907.1935271,904.688181,899.0719725,907.2950214,966.4363953,1231.898412,1228.764798,1192.47286,1104.255415,982.9118756,859.3406948,22186.189,1248.121616
20/08/2018,791.66,752.94,730.91,716.91,734.89,802.24,936.265,967.834,1024.029,1060.648,1088.954,1082.774,1032.327,1055.423,1072.32,1081.814,1082.257,1132.73,1339.66,1341.52,1303.16,1196.9,1050.75,924.14,24236.496,1349.05
21/08/2018,853.46,814.49,798.46,789.86,799.71,857.46,960.041,1009.692,1074.959,1100.554,1113.829,1094.861,1038.384,1070.619,1103.764,1084.002,1083.109,1108.414,1359.7,1372.14,1328.44,1223.67,1076.53,934.44,25061.702,1373.34
22/08/2018,848.18,810.85,793.1,791.27,806.98,876.12,988.905,1013.341,1070.981,1083.122,1105.085,1094.476,1045.398,1075.65,1121.454,1113.874,1107.234,1118.27,1381.54,1383.12,1353.68,1244.46,1103.7,956.13,25253.831,1394.02
23/08/2018,866.93,824.53,797.31,792.51,801.8,868.88,965.29,992.702,1058.416,1093.167,1116.049,1110.128,1059.628,1093.394,1135.777,1136.214,1130.274,1134.519,1390.54,1405.95,1371.95,1268.08,1116.56,981.96,25476.07,1409.23
24/08/2018,894.21,844.9,819.65,817.1,829.73,897.97,997.423,1027.494,1113.563,1151.773,1181.649,1179.712,1131.857,1191.404,1234.804,1238.988,1213.828,1224.14,1439.01,1419.91,1362.64,1262.35,1136.01,1004.88,26572.585,1442.56
25/08/2018,914.18,861.95,836.5,818.45,826.11,856.31,848.39,936.012,1001.802,1044.03,1048.342,1028.95,982.65,976.6,973.25,963.618,958.63,1005.7,1275.43,1275.47,1232.3,1138.98,1033.82,927.85,23761.734,1286.61
26/08/2018,849.8853,805.49553,773.81641,758.49,761.67975,780.058,726.536216,773.0513701,826.364219,851.7377096,862.4590008,862.2059104,848.4107204,849.0812105,871.8690298,879.9747409,894.7069704,948.491234,1232.29492,1249.89867,1222.56344,1131.75418,989.00372,879.74114,21648.006,1256.629065
27/08/2018,798.94,758.7,734.02,732.97,746.13,822.87,955.778,975.873,1035.677,1060.988,1099.897,1114.846,1080.376,1087.993,1146.658,1153.531,1128.37,1133.396,1388.14,1385.27,1348.91,1237.33,1097.4,955.06,24891.116,1393.27
28/08/2018,873.91,826.21,811.75,794.09,807.35,875.5,970.576,1001.971,1093.706,1126.605,1153.842,1146.2,1109.908,1158.49,1215.045,1217.676,1197.38,1190.688,1424.41,1427.69,1391.39,1286.02,1142.67,995.86,26177.764,1439.52
29/08/2018,899.95,844.31,826.51,813.84,830.45,906.34,1018.256,1047.716,1138.238,1185.29,1212.982,1208.032,1151.872,1203.52,1263.924,1273.072,1251.98,1226.14,1454.4,1452.39,1414.9,1315.66,1173.03,1026.81,27102.1425,1462.44
30/08/2018,930.75,877.39,856.51,850.49,852.71,932.5,1018.346,1058.914,1151.19,1189.796,1230.292,1221.842,1140.88,1233.682,1293.24,1288.672,1265.808,1246.818,1486.33,1481.24,1443.03,1347.19,1201.98,1065.98,27572.116,1495.86
31/08/2018,970,910.73,878.3,866.87,869.56,938.8,1024.738,1071.08,1177.162,1212.97,1248.984,1249.8,1203.082,1251.442,1298.368,1291.248,1272.674,1246.3,1479.26,1473.26,1429.99,1331.58,1204.02,1069.52,27968.562,1484.17
01/09/2018,984.99,916.28,875.02,847.59,845.79,878.38,879.21,950.656,1026.638,1060.379,1061.273,1040.639,1000.055,983.681,972.406,960.21,953.592,991.428,1246.23,1267.14,1220.76,1134.11,1024.94,920.18,24089.667,1269.72
02/09/2018,836.7,790.46,766.41,738.43,740.25,750.56,680.089,728.314,777.604,817.071,830.492,823.884,810.976,809.589,817.405,836.254,857.929,911.164,1211.36,1232.47,1199.26,1096.78,966.5,846.37,20928.321,1238.79
03/09/2018,774.88,733.17,714.53419,710.70462,728.69076,815.92469,942.84999,946.79754,1003.83,1038.27171,1061.97574,1078.44904,1041.8213,1050.49793,1084.01319,1101.40026,1092.53631,1091.70705,1348.88024,1361.76476,1323.22199,1221.19099,1075.6949,935.58964,24142.912,1366.37844
04/09/2018,856.06573,817.79513,793.65947,789.09132,799.22041,860.30959,948.93824,980.137,1042.642,1058.86309,1100.049,1098.89548,1056.82954,1093.38311,1141.39496,1145.16371,1139.80793,1140.20722,1388.62275,1393.91909,1352.51827,1243.94116,1087.14807,956.21961,25241.505,1400.293175
05/09/2018,856.64494,815.07333,786.99318,781.68315,793.60175,869.85816,977.37392,996.4,1062.391,1097.853,1124.321,1111.90785,1070.99962,1118.96199,1168.19003,1168.54197,1159.12189,1147.84263,1389.09615,1387.90533,1354.42825,1249.7037,1108.82944,968.57445,25495.657,1396.30292
06/09/2018,871.629,824.913,804.818,796.207,808.795,871.542,975.269,993.126,1070.66,1104.477,1128.1,1132.247,1102.844,1135.269,1183.119,1175.325,1170.472,1159.844,1410.11,1402.889,1359.229,1254.138,1111.978,959.211,25756.036,1414.604
07/09/2018,881.35,833.45,807.6,801.46,814.58,886.53,985.779,997.889,1083.898,1129.191,1151.896,1153.795,1118.153,1153.308,1206.002,1205.537,1187.602,1181.746,1406.08,1390.89,1341.1,1246.95,1120.98,997.85,26013.253,1414.21
08/09/2018,909.68,859.87,829.6,815.31,822.01,862.67,861.8,934.244,1035.348,1085.746,1103.19,1096.837,1066.214,1069.754,1077.293,1044.383,1056.506,1059.736,1322.23,1317.79,1271.74,1178.68,1065.36,951.07,24632.596,1331.62
09/09/2018,862.63,809.92,781.67,780.62,773.68,792.62,737.756,803.494,863.998,905.468,934.424,944.182,938.398,959.002,982.446,998.714,1013.476,1040.158,1317.55,1338.25,1310.19,1221.96,1094.54,962.66,23130.843,1339.68
10/09/2018,876.53,831.48,797.29,784.69,791.57,864.56,990.879,1008.128,1108.151,1161.347,1212.545,1223.706,1203.686,1242.356,1295.903,1283.089,1287.182,1259.334,1481.05,1471.49,1435.02,1331.38,1176.91,1035.23,27076.617,1486.06
11/09/2018,938.87,892.04,866.12,847.49,855.98,931.22,1009.804,1047.79,1162.199,1200.882,1232.133,1233.488,1195.14,1255.513,1312.788,1310.424,1286.033,1269.398,1496.87,1494.13,1462.18,1363.69,1218.77,1075.57,27875.237,1500.71
12/09/2018,967.74,914.91,881.79,867.98,876.77,946.23,1050.414,1057.997,1164.963,1206.693,1249.216,1252.742,1219.903,1299.678,1360.395,1356.396,1320.59,1293.195,1522.45,1516.06,1485.34,1383.22,1240.63,1098.58,28455.648,1529.82
13/09/2018,995.58,942.97,906.84,892.67,899,967.45,1045.476,1094.354,1208.182,1252.294,1280.446,1282.058,1245.868,1298.164,1333.064,1346.16,1317.17,1295.36,1526.58,1512.69,1484.15,1389.53,1250.03,1114.58,28843.583,1530.33
14/09/2018,1013.1,940.53,909.6,892.26,891.89,940.68,990.774,1042.48,1132.356,1153.412,1170.928,1156.062,1099.996,1130.386,1152.698,1150.412,1131.612,1141.778,1363.29,1365.67,1327.76,1235.7,1104.3,986.69,26414.951,1375.46
15/09/2018,909.07,863.28,831.94,823.82,830.72,863.8,846.594,934.926,1021.164,1057.804,1054.672,1038.55,995.978,979.583,987.802,984.82,975.711,1020.435,1276.97,1281.75,1246.47,1170.87,1063.76,956.68,24008.416,1289.35
16/09/2018,871.83,827.74,798.22,771.59,767.32,791.39,730.601,786.612,841.87,864.965,875.947,878.313,834.778,859.684,874.87,889.204,907.435,953.697,1240.73,1258.94,1232.93,1150.92,1020.62,908.21,21909.337,1263.31
17/09/2018,833.20754,793.40551,774.07286,762.242,776.35782,863.18191,993.34773,989.95679,1058.93354,1095.84997,1120.69527,1130.1641,1091.20447,1097.21309,1140.35854,1129.62411,1136.23048,1132.13721,1384.40938,1391.61237,1351.27463,1251.54695,1110.74845,974.85439,25311.875,1399.04311
18/09/2018,886.59,848.27,824.1,817.71,830.11,898.66,995.73,1024.058,1115.437,1146.792,1173.802,1160.658,1123.841,1163.308,1215.273,1216.819,1199.322,1186.482,1436.48,1440.8,1404.12,1293.27,1149.61,1002.21,26480.528,1445.74
19/09/2018,908.49,867.86,843.57,831.92,843.87,921.78,1023.594,1048.683,1136.078,1180.247,1208.879,1212.172,1165.12,1218.717,1282.086,1288.413,1254.421,1235.904,1474.62,1474.29,1442.87,1345.43,1198.45,1037.41,27391.289,1480.96
20/09/2018,955.17,898.05,868.06,856.1,870.98,927.65,1042.506,1079.01,1175.933,1213.823,1224.953,1240.475,1210.417,1272.557,1328.818,1323.411,1304.361,1277.302,1517.48,1516.75,1483.22,1389.91,1255.85,1105.94,28251.538,1522.71
21/09/2018,1001.7,949.51,918.36,891.94,909.03,947.52,1048.197,1119.987,1217.534,1255.981,1297.937,1285.42,1250.44,1316.752,1359.654,1344.343,1300.743,1268.842,1495.98,1489.54,1436.13,1354.57,1250.1,1123.09,28750.518,1504.83
22/09/2018,1030.74,983.03,946.68,925.38,926.43,931.53,937.494,1040.255,1150.009,1212.327,1235.027,1225.383,1188.708,1198.55,1201.186,1192.384,1168.232,1174.618,1431.82,1433.93,1388.81,1309.23,1195.12,1083.28,27434.86,1444.26
23/09/2018,1001.33801,946.72971,911.54406,887.28548,871.18943,839.1236,811.36615,870.28183,934.94637,980.79283,1006.21817,1016.12389,1012.77655,1032.32274,1049.01867,1066.19813,1069.58301,1102.29614,1376.34048,1388.06791,1355.38153,1268.22487,1151.55493,1036.13582,24930.692,1388.89791
24/09/2018,944.53138,897.06979,865.54536,849.11453,851.12545,882.56511,999.45463,1006.4735,1070.16103,1117.54451,1143.31384,1180.97752,1160.8685,1181.12415,1209.06709,1204.65758,1187.89347,1191.38534,1438.819,1451.88671,1421.69812,1334.79098,1203.47729,1068.45789,26821.282,1454.08358
25/09/2018,982.6367,933.0618,902.85389,885.17265,888.7107,920.20099,1013.54093,1088.27546,1216.26592,1271.72446,1314.15643,1310.77237,1276.70124,1338.59733,1381.3707,1371.0776,1347.80289,1312.02911,1547.19999,1537.23781,1499.53278,1410.66223,1267.38363,1118.05502,29095.064,1548.55999
26/09/2018,1019.68713,971.29821,935.60409,921.0572,927.50723,962.54002,1075.39225,1124.00395,1242.29699,1293.59356,1327.06891,1318.251695,1290.86227,1344.87984,1409.452444,1405.41364,1366.41368,1327.21089,1552.83553,1550.42088,1512.02704,1418.70764,1276.18181,1125.24325,29671.5848,1564.45077
27/09/2018,1031.84142,968.95253,934.92984,923.57811,928.74655,967.81579,1087.48949,1143.18929,1266.64059,1318.63585,1348.25588,1347.97878,1305.02269,1373.93619,1429.41886,1412.85222,1384.29173,1341.65432,1562.34739,1568.13256,1533.55085,1446.02378,1302.07416,1160.23835,30005.686,1577.99968
28/09/2018,1051.92,1003.09,959.72,946.83,957.28,992.98,1085.991,1136.621,1243.417,1296.245,1332.341,1333.02,1304.412,1360.585,1386.25,1363.525,1341.96,1302.947,1519.87,1514,1455.21,1362.67,1209.4,1079.93,29550.185,1528.18
29/09/2018,988.41404,940.61942,910.88606,892.22996,899.61724,905.8411,932.08779,1020.55466,1102.97368,1146.56522,1158.43459,1152.0328,1111.64805,1106.75755,1118.76169,1110.1854,1100.27441,1096.34955,1369.44199,1382.59531,1333.6094,1242.75489,1132.17525,1024.50061,26133.503,1391.439415
30/09/2018,935.94,890.66,858.66,842.16,832.58,798.3,780.942,836.184,885.762,927.914,954.736,961.788,960.1,972.522,999.552,1013.686,1018.152,1040.862,1333.22,1355.25,1331.3,1250.87,1124.78,1002.17,23831.503,1360.63
01/10/2018,916.08,870.53,840.65,826.38,836.07,864.79,1028.975,1068.653,1183.501,1222.646,1264.338,1268.869,1241.149,1267.452,1338.832,1335.718,1321.837,1267.887,1497.72,1506.44,1471.06,1373.83,1236.93,1102.29,28054.131,1514.81
02/10/2018,1008.59,957.1,924.63,908.01,918.09,959.37,1047.179,1065.739,1144.552,1170.4,1194.573,1160.032,1117.879,1148.081,1190.855,1196.385,1199.788,1177.664,1414.09,1426.259,1390.08,1285.7,1152.63,1018.46,27135.392,1432.6
03/10/2018,919.61,883.29,848.05,831.89,844.26,911.99,1033.457,1053.528,1114.581,1154.307,1154.091,1139.739,1092.364,1132.765,1175.397,1181.42,1171.131,1154.236,1401.78,1408.98,1369.45,1264.45,1115.59,982.92,26310.866,1418.33
04/10/2018,894.85,855.89,835.29,822.48,836.18,869.36,1002.399,1022.131,1092.16,1118.458,1138.971,1117.048,1077.543,1110.946,1150.316,1147.487,1142.849,1143.807,1369.41,1379.48,1336.64,1236.63,1108.27,973.64,25739.942,1386.43
05/10/2018,892.68,848.94,827.01,820.71,835.88,870.39,1001.204,1026.964,1100.698,1137.655,1162.232,1167.787,1130.113,1182.92,1239.631,1238.584,1220.443,1198.822,1425.98,1421.72,1372.08,1283.24,1150.37,1032.81,26573.2446,1437.48
06/10/2018,937.13152,899.37812,878.52469,854.83811,867.97323,857.77927,899.15635,995.67792,1092.58997,1132.2857,1143.58664,1146.57039,1123.64919,1131.55606,1135.06514,1117.65365,1119.32485,1117.6893,1386.99292,1399.69258,1358.72764,1275.5112,1155.87505,1049.88734,25993.695,1403.0136
07/10/2018,963.61,904.31,860.96,850.63,843.37,796.58,800.091,865.584,921.978,956.806,991.65,996.234,986.677,1001.157,1028.31,1050.032,1040.257,1048.729,1324.17,1352.26,1333.01,1257.62,1132.78,1015.9,24278.786,1354.63
08/10/2018,927.41,878.24,851.07,833.63,849.98,860.67,1039.799,1069.044,1191.737,1240.028,1271.512,1284.188,1264.767,1306.739,1355.657,1340.305,1296.621,1245.419,1482.84,1487.01,1451.34,1350.48,1213.65,1072.99,28118.142,1494.88
09/10/2018,974.09,931.88,901.59,897.21,907.05,914.7,1044.392,1101.584,1223.435,1278.333,1308.013,1299.444,1265.94,1323.332,1383.691,1365.1,1338.18,1279.297,1512.95,1528.94,1493.04,1405.49,1258.26,1119.33,28971.878,1533.16
10/10/2018,1013.82,964.13,936.81,925.74,925.68,929.34,1055.456,1119.642,1221.008,1255.98,1261.144,1234.5,1178.598,1207.118,1217.25,1240.88,1232.997,1195.981,1415.39,1426.93,1365.95,1288.86,1152.83,1030.68,27815.862,1438.51
11/10/2018,950.35,900.71,871.65,858.09,869.68,915.08,1029.584,1060.543,1135.494,1165.463,1168.166,1156.156,1085.748,1116.774,1179.382,1178.3,1170.312,1171.712,1403.87,1408.66,1362.49,1263.62,1130.95,1002.72,26511.718,1420.2
12/10/2018,918.51,876,851.51,848.34,862.06,889.361,1032.983,1066.427,1146.873,1197.576,1220.648,1221.349,1190.088,1241.203,1286.607,1280.244,1257.699,1239.458,1458.47,1450.62,1401.95,1312.6,1171.12,1057.05,27377.124,1463.08
13/10/2018,970.39,919.79,891.49,880.55,883.42,863.59,897.894,973.888,1048.39,1078.324,1081.52,1058.46,1017.148,1015.336,1017.944,1014.204,1012.024,1060.19,1293.97,1309.97,1269.14,1178.85,1059.94,952.38,24724.76775,1312.9
14/10/2018,876.17445,823.74359,798.36782,781.06409,782.3264,713.28815,731.05879,785.44334,838.21858,853.78693,867.981,870.49977,872.77535,878.82397,892.46417,899.70446,905.32143,942.4849,1222.73299,1242.32815,1217.32619,1131.5706,996.04908,884.95322,21824.245,1248.56573
15/10/2018,806.42,770.39,752.8,747.76,768.23,801.81,970.692,974.726,1035.936,1080.616,1116.48,1141.092,1098.702,1116.353,1144.808,1138.219,1133.979,1161.865,1355.44,1370.87,1335.19,1221.11,1084.59,964.96,25090.496,1378.61
16/10/2018,879.73,844.46,824.54,814.96,832.51,846.47,988.515,1035.322,1119.214,1169.005,1200.999,1201.974,1167.188,1226.454,1282.389,1286.335,1264.66,1236.152,1466.18,1470.44,1437.69,1340.75,1196.91,1046.8,27140.26,1481.67
17/10/2018,951.27,906.4,871.73,865.16,869.48,881.86,1044.273,1089.129,1202.634,1255.378,1285.537,1286.374,1253.37,1320.808,1369.294,1359.692,1319.373,1275.85,1494.65,1498.65,1457.69,1366.08,1236.55,1090.67,28493.977,1499.33
18/10/2018,986.82,935.61,905.18,886.33,895.14,905.17,1062.719,1099.828,1220.743,1285.145,1319.793,1318.986,1283.833,1349.771,1397.67,1383.78,1351.208,1299.098,1523.25,1529.38,1497.04,1407.65,1276.47,1138.97,29195.557,1537.84
19/10/2018,1035.88621,976.32922,941.32183,927.97052,938.99088,939.30448,1065.015,1142.234,1243.3082,1226.257,1235.2348,1202.32805,1135.61639,1152.315,1209.074,1201.005,1208.058,1215.86558,1394.9,1385.222,1330.04,1247.59481,1116.44,1002.74,27489.583,1403.58
20/10/2018,925.94,882.42,855.4,842.62,855.05,827.791301,898.7023201,991.2876799,1077.32811,1127.07915,1144.83953,1134.46237,1097.50209,1084.90417,1111.67303,1103.433791,1107.29141,1108.227159,1377.88,1395.29,1357.96,1275.22,1154.02,1038.69,25728.238,1400.48
21/10/2018,946.42,885.47,855.71928,824.793,814.44,747.06,785.796,852.494,920.1793,949.42044,979.45779,992.14125,984.09204,994.00884,1036.96873,1052.31206,1054.67107,1069.55683,1345.88188,1379.84267,1363.47521,1279.25757,1154.262,1026.37443,24296.482,1382.10775
22/10/2018,933.79,881.49,851.62,840.97,848.35,862.812,1039.44,1047.79,1130.561,1172.198,1215.48,1234.15,1212.372,1260.676,1309.436,1308.122,1276.237,1236.357,1470.24,1486.47,1448.95,1344.97,1186.96,1048.25,27549.929,1490.65
23/10/2018,967,918.4,889.04,874.25,884.96,892.77,1019.764,1065.542,1167.037,1193.01,1220.478,1216.633,1169.329,1201.832,1243.59,1240.368,1231.356,1219.67,1414.49,1426.48,1383.54,1274.06,1135.55,990.13,27274.957,1428.92
24/10/2018,906.79,864.77,843.25,829.3,848.43,865.476,1007.046,1022.187,1101.604,1139.016,1161.951,1165.78,1124.483,1158.348,1197.789,1191.93,1185.405,1187.731,1401.94,1415.64,1378.44,1288.26,1148.69,1010.99,26428.309,1421.11
25/10/2018,910.33,875.22,847.07,842.9,861.89,871.1986889,1021.9726,1052.02791,1133.64122,1170.43591,1191.087979,1203.520619,1152.41465,1199.434349,1261.253189,1264.04983,1260.09704,1238.689694,1441.05,1444.46,1399.36,1299.47,1146.06,1018.06,27100.443,1453.72
26/10/2018,934.84,883.58,859.78,861.35,867.15,875.34,1028.076,1063.432,1165.292,1201.608,1228.69,1221.092,1179.678,1246.096,1291.976,1280.174,1262.01,1235.028,1454.67,1463.45,1414.94,1333.42,1208.83,1061.55,27533.855,1471.25
27/10/2018,974.58,919.29,892.81,873.49,874.64,865.804,887.978,975.778,1057.154,1100.282,1111.902,1094.83,1052.71,1041.06,1016.376,1018.8,1015.708,1038.874,1300.74,1312.64,1282.45,1193.42,1073.99,967.02,24936.132,1326.15
28/10/2018,890.33,837.88,803.5,772.81,763.06,684.686,711.315,765.244,827.698,856.933,880.746,881.149,884.122,884.142,903.376,907.274,910.388,928.354,1208.03,1249.45,1217.86,1143.21,1019.99,908.39,21884.404,1252.12
29/10/2018,827.01,789.19,765.61,758.81,777.3,799.726,984.531,986.96,1082.44,1131.57,1168.5,1184.22,1146.91,1178.232,1232.867,1242.883,1219.541,1186.525,1421.63,1444.35,1408.54,1313.01,1178.76,1029.56,26203.151,1449.12
30/10/2018,941.4,890.39,862.66,853.86,865.65,859.168,990.099,1034.514,1143.793,1187.127,1222.275,1222.133,1157.8,1231.722,1304.116,1318.533,1294.846,1244.52,1463.78,1490.58,1461.45,1371.77,1238.53,1097.48,27725.804,1495.43
31/10/2018,987.32,934.62,893.84,888.53,901.81,901.581,1058.099,1088.026,1194.441,1224.67,1268.632,1256.464,1226.782,1292.54,1335.214,1337.255,1311.282,1266.741,1476.84,1473.45,1437.73,1358.19,1246.63,1113.15,28446.635,1491.78
01/11/2018,1018.19,953,911.44,891.88,901.53,877.366,1032.987,1088.264,1188.598,1211.497,1224.159,1211.161,1164.718,1216.623,1227.833,1208.808,1166.096,1137.528,1358.17,1373.14,1317.91,1238.32,1114.31,994.53,27008.34,1381.64
02/11/2018,914.08,866.49,843.85,813.78,814.61,748.85,759.88,808.69,856.19,893.805,914.09,916.485,905.661,907.097,913.607,899.445,898.076,925.762,1171.45,1206.04,1186.26,1140.03,1044.95,941.9,22292.47,1206.82
03/11/2018,875.36,824.23,797.46,782.81,786.52,727.797,790.584,893.84,998.799,1058.711,1093.117,1090.289,1065.333,1070.804,1076.859,1068.975,1057.575,1054.809,1313.46,1355.12,1315.06,1233.35,1119.43,999.63,24395.791,1355.75
04/11/2018,915.7086,875.19,840.28,814.03,814.47,752.062,773.524,818.634,861.584,893.419,918.97092,912.96952,897.22308,880.58374,886.283,900.7902,909.75417,941.702,1211.58,1257.64356,1226.77384,1141.29062,1010.28865,902.255,22408.607,1258.22356
05/11/2018,820.72,781.7,754.38,748.37,765.4,788.953,977.697,1000.146,1075.432,1111.541,1149.503,1164.654,1138.154,1158.744,1214.535,1216.774,1207.401,1182.141,1409.25,1424.82,1385.33,1282.49,1131.17,1000.73,25809.219,1433.42
06/11/2018,914.85,870.19,848.09,832.38,838.26,837.552,983.976,1031.699,1125.633,1170.457,1208.443,1210.535,1169.038,1225.636,1283.476,1277.112,1268.778,1245.115,1439.96,1432.47,1387.53,1272.94,1133.22,997.31,26990.276,1452.06
07/11/2018,909.42,865.63,834.53,818.49,830.52,830.715,995.161,1032.06,1106.987,1145.04,1164.64,1153.366,1109.46,1156.59,1209.645,1205.672,1204.441,1173.588,1387.1,1406.25,1363.39,1243.28,1107.03,977.89,26254.43,1411.3
08/11/2018,894.37,846.02,826.36,818.22,841.93,833.776,1008.878,1048.166,1150.18,1175.924,1217.912,1214.906,1178.004,1229.426,1297.9,1293.484,1268.506,1226.784,1435.06,1478.4,1440.21,1343.58,1191.98,1049.7,27242.47,1480.68
09/11/2018,951.7,901.29,864.5,849.77,864.81,858.346,1019.692,1078.938,1186.252,1242.948,1279.748,1271.46,1230.08,1293.948,1347.944,1337.506,1302.132,1249.168,1448.35,1492.76,1448.17,1358.69,1231.83,1103.37,28127.862,1499.14
10/11/2018,1001.05,938.33,897.73,888.91,888.58,833.34,916.984,1027.032,1140.934,1189.92,1216.264,1209.744,1179.824,1190.876,1188.356,1185.126,1159.032,1138.828,1389.71,1444.82,1408.99,1325.33,1210.64,1093.69,27006.286,1445.68
11/11/2018,1003.4,943.03,903.22,871.86,863.97,757.853,811.905,868.037,920.888,960.401,963.889,999.166,1006.66,1008.049,1044.567,1056.462,1054.458,1051.54,1314.5,1365.49,1354.31,1286.24,1143.43,1024.62,24643.239,1371.2
12/11/2018,930.21,881.05,856.47,837.07,851.17,847.856,1041.109,1080.431,1189.61,1233.047,1289.645,1298.547,1261.202,1312.853,1354.91,1349.534,1321.832,1275.969,1459.54,1496.58,1459.8,1364.37,1227.22,1086.57,28228.962,1501.29
13/11/2018,986.89,939.36,908.91,895.56,893.14,870.233,1027.794,1097.035,1226.284,1272.429,1304.949,1291.534,1256.678,1304.538,1374.04,1363.08,1332.83,1286.09,1490.84,1537.24,1503.7,1403.96,1261.76,1113.59,28893.392,1540.29
14/11/2018,1011.95,955.56,922.58,909.7,913.93,900.63,1067.26,1111.96,1181.42,1200.4,1207.29,1178.99,1121.09,1144.78,1184.88,1180.74,1166.689,1156.939,1355.86,1411.71,1368.77,1269.63,1130.12,995.51,27101.921,1412.82
15/11/2018,914.01,871.55,851.69,845.74,860.46,856.859,1024.929,1052.57,1135.234,1172.901,1205.241,1184.692,1143.675,1189.892,1247.011,1249.965,1222.62,1194.492,1391.24,1443.54,1412.03,1309.2,1164.95,1037.96,26927.729,1447.28
16/11/2018,944.34,895.07,866.38,860.94,874.94,875.124,1026.32,1067.566,1153.725,1198.281,1240.788,1242.908,1197.506,1246.932,1287.382,1290.755,1267.617,1230.596,1422.09,1463.05,1423.58,1330.4,1202.28,1079.19,27661.132,1474.37
17/11/2018,985.26,930.05,902.95,880.26,886.5,840.169,928.178,1034.904,1137.889,1193.321,1209.058,1195.711,1159.602,1159.849,1157.894,1145.8,1117.481,1113.471,1342.55,1404.3,1370.22,1291.02,1170.34,1052.64,26596.338,1405.67
18/11/2018,972.3144203,921.8721703,886.71009,859.2465008,854.1232064,762.2661631,807.0991958,872.288,922.3564692,953.9723825,989.6841378,991.5380253,989.0029731,999.2941614,1022.43112,985.0439608,981.4451911,1002.305867,1197.29,1256.349658,1219.493208,1125.720294,1002.827579,898.1916069,23542.412,1258.43106
19/11/2018,821.94,783.7,762.97,750.89,765.74,788.772,962.811,987.794,1068.779,1098.824,1131.576,1131.895,1088.139,1118.233,1154.32,1150.784,1145.75,1130.297,1330.73,1379.04,1354.77,1249.84,1105.16,974.83,25168.383,1384.24
20/11/2018,895.36,857.89,828.9,815.87,830.21,830.61,991.22,1044.969,1137.032,1180.581,1200.562,1191.266,1149.613,1205.335,1252.6,1241.51,1243.358,1227.34,1409.2,1459.63,1426.73,1326.26,1175.34,1036.06,26896.198,1467.9
